Aa,Ad,Ba,Bd,l,s1,s2,p
0,0,0,3,51,5,1,0.0
0,0,0,3,51,5,2,0.0
0,0,0,3,51,5,3,0.0
0,0,0,3,51,5,4,0.0
0,0,0,3,51,5,5,0.0
0,0,0,3,51,5,6,0.0
0,0,0,3,51,5,7,0.0
0,0,0,3,51,5,8,0.0
0,0,0,3,51,6,0,0.0
0,0,0,3,51,6,1,0.0
0,0,0,3,51,6,2,0.0
0,0,0,3,51,6,3,0.0
0,0,0,3,51,6,4,0.0
0,0,0,3,51,6,5,0.0
0,0,0,3,51,6,6,0.0
0,0,0,3,51,6,7,0.0
0,0,0,3,51,6,8,0.0
0,0,0,3,51,7,0,0.0
0,0,0,3,51,7,1,0.0
0,0,0,3,51,7,2,0.0
0,0,0,3,51,7,3,0.0
0,0,0,3,51,7,4,0.0
0,0,0,3,51,7,5,0.0
0,0,0,3,51,7,6,0.0
0,0,0,3,51,7,7,0.0
0,0,0,3,51,7,8,0.0
0,0,0,3,51,8,0,0.0
0,0,0,3,51,8,1,0.0
0,0,0,3,51,8,2,0.0
0,0,0,3,51,8,3,0.0
0,0,0,3,51,8,4,0.0
0,0,0,3,51,8,5,0.0
0,0,0,3,51,8,6,0.0
0,0,0,3,51,8,7,0.0
0,0,0,3,51,8,8,0.0
0,0,1,0,50,0,0,0.12
0,0,1,0,50,0,1,0.08
0,0,1,0,50,0,2,0.06
0,0,1,0,50,0,3,0.0
0,0,1,0,50,0,4,0.0
0,0,1,0,50,0,5,0.0
0,0,1,0,50,0,6,0.0
0,0,1,0,50,0,7,0.0
0,0,1,0,50,0,8,0.0
0,0,1,0,50,1,0,0.08
0,0,1,0,50,1,1,0.08
0,0,1,0,50,1,2,0.08
0,0,1,0,50,1,3,0.04
0,0,1,0,50,1,4,0.02
0,0,1,0,50,1,5,0.0
0,0,1,0,50,1,6,0.0
0,0,1,0,50,1,7,0.0
0,0,1,0,50,1,8,0.0
0,0,1,0,50,2,0,0.14
0,0,1,0,50,2,1,0.02
0,0,1,0,50,2,2,0.02
0,0,1,0,50,2,3,0.0
0,0,1,0,50,2,4,0.02
0,0,1,0,50,2,5,0.0
0,0,1,0,50,2,6,0.0
0,0,1,0,50,2,7,0.0
0,0,1,0,50,2,8,0.0
0,0,1,0,50,3,0,0.1
0,0,1,0,50,3,1,0.04
0,0,1,0,50,3,2,0.02
0,0,1,0,50,3,3,0.0
0,0,1,0,50,3,4,0.0
0,0,1,0,50,3,5,0.0
0,0,1,0,50,3,6,0.0
0,0,1,0,50,3,7,0.0
0,0,1,0,50,3,8,0.0
0,0,1,0,50,4,0,0.0
0,0,1,0,50,4,1,0.0
0,0,1,0,50,4,2,0.04
0,0,1,0,50,4,3,0.02
0,0,1,0,50,4,4,0.0
0,0,1,0,50,4,5,0.0
0,0,1,0,50,4,6,0.0
0,0,1,0,50,4,7,0.0
0,0,1,0,50,4,8,0.0
0,0,1,0,50,5,0,0.02
0,0,1,0,50,5,1,0.0
0,0,1,0,50,5,2,0.0
0,0,1,0,50,5,3,0.0
0,0,1,0,50,5,4,0.0
0,0,1,0,50,5,5,0.0
0,0,1,0,50,5,6,0.0
0,0,1,0,50,5,7,0.0
0,0,1,0,50,5,8,0.0
0,0,1,0,50,6,0,0.0
0,0,1,0,50,6,1,0.0
0,0,1,0,50,6,2,0.0
0,0,1,0,50,6,3,0.0
0,0,1,0,50,6,4,0.0
0,0,1,0,50,6,5,0.0
0,0,1,0,50,6,6,0.0
0,0,1,0,50,6,7,0.0
0,0,1,0,50,6,8,0.0
0,0,1,0,50,7,0,0.0
0,0,1,0,50,7,1,0.0
0,0,1,0,50,7,2,0.0
0,0,1,0,50,7,3,0.0
0,0,1,0,50,7,4,0.0
0,0,1,0,50,7,5,0.0
0,0,1,0,50,7,6,0.0
0,0,1,0,50,7,7,0.0
0,0,1,0,50,7,8,0.0
0,0,1,0,50,8,0,0.0
0,0,1,0,50,8,1,0.0
0,0,1,0,50,8,2,0.0
0,0,1,0,50,8,3,0.0
0,0,1,0,50,8,4,0.0
0,0,1,0,50,8,5,0.0
0,0,1,0,50,8,6,0.0
0,0,1,0,50,8,7,0.0
0,0,1,0,50,8,8,0.0
0,0,1,1,79,0,0,0.20253164556962025
0,0,1,1,79,0,1,0.16455696202531644
0,0,1,1,79,0,2,0.08860759493670886
0,0,1,1,79,0,3,0.0
0,0,1,1,79,0,4,0.0
0,0,1,1,79,0,5,0.0
0,0,1,1,79,0,6,0.0
0,0,1,1,79,0,7,0.0
0,0,1,1,79,0,8,0.0
0,0,1,1,79,1,0,0.06329113924050633
0,0,1,1,79,1,1,0.10126582278481013
0,0,1,1,79,1,2,0.05063291139240506
0,0,1,1,79,1,3,0.0759493670886076
0,0,1,1,79,1,4,0.0
0,0,1,1,79,1,5,0.0
0,0,1,1,79,1,6,0.0
0,0,1,1,79,1,7,0.0
0,0,1,1,79,1,8,0.0
0,0,1,1,79,2,0,0.05063291139240506
0,0,1,1,79,2,1,0.10126582278481013
0,0,1,1,79,2,2,0.02531645569620253
0,0,1,1,79,2,3,0.012658227848101266
0,0,1,1,79,2,4,0.0
0,0,1,1,79,2,5,0.0
0,0,1,1,79,2,6,0.0
0,0,1,1,79,2,7,0.0
0,0,1,1,79,2,8,0.0
0,0,1,1,79,3,0,0.012658227848101266
0,0,1,1,79,3,1,0.0379746835443038
0,0,1,1,79,3,2,0.0
0,0,1,1,79,3,3,0.012658227848101266
0,0,1,1,79,3,4,0.0
0,0,1,1,79,3,5,0.0
0,0,1,1,79,3,6,0.0
0,0,1,1,79,3,7,0.0
0,0,1,1,79,3,8,0.0
0,0,1,1,79,4,0,0.0
0,0,1,1,79,4,1,0.0
0,0,1,1,79,4,2,0.0
0,0,1,1,79,4,3,0.0
0,0,1,1,79,4,4,0.0
0,0,1,1,79,4,5,0.0
0,0,1,1,79,4,6,0.0
0,0,1,1,79,4,7,0.0
0,0,1,1,79,4,8,0.0
0,0,1,1,79,5,0,0.0
0,0,1,1,79,5,1,0.0
0,0,1,1,79,5,2,0.0
0,0,1,1,79,5,3,0.0
0,0,1,1,79,5,4,0.0
0,0,1,1,79,5,5,0.0
0,0,1,1,79,5,6,0.0
0,0,1,1,79,5,7,0.0
0,0,1,1,79,5,8,0.0
0,0,1,1,79,6,0,0.0
0,0,1,1,79,6,1,0.0
0,0,1,1,79,6,2,0.0
0,0,1,1,79,6,3,0.0
0,0,1,1,79,6,4,0.0
0,0,1,1,79,6,5,0.0
0,0,1,1,79,6,6,0.0
0,0,1,1,79,6,7,0.0
0,0,1,1,79,6,8,0.0
0,0,1,1,79,7,0,0.0
0,0,1,1,79,7,1,0.0
0,0,1,1,79,7,2,0.0
0,0,1,1,79,7,3,0.0
0,0,1,1,79,7,4,0.0
0,0,1,1,79,7,5,0.0
0,0,1,1,79,7,6,0.0
0,0,1,1,79,7,7,0.0
0,0,1,1,79,7,8,0.0
0,0,1,1,79,8,0,0.0
0,0,1,1,79,8,1,0.0
0,0,1,1,79,8,2,0.0
0,0,1,1,79,8,3,0.0
0,0,1,1,79,8,4,0.0
0,0,1,1,79,8,5,0.0
0,0,1,1,79,8,6,0.0
0,0,1,1,79,8,7,0.0
0,0,1,1,79,8,8,0.0
0,0,1,2,51,0,0,0.11764705882352941
0,0,1,2,51,0,1,0.11764705882352941
0,0,1,2,51,0,2,0.0784313725490196
0,0,1,2,51,0,3,0.0196078431372549
0,0,1,2,51,0,4,0.0
0,0,1,2,51,0,5,0.0196078431372549
0,0,1,2,51,0,6,0.0
0,0,1,2,51,0,7,0.0
0,0,1,2,51,0,8,0.0
0,0,1,2,51,1,0,0.17647058823529413
0,0,1,2,51,1,1,0.1568627450980392
0,0,1,2,51,1,2,0.058823529411764705
0,0,1,2,51,1,3,0.0392156862745098
0,0,1,2,51,1,4,0.0196078431372549
0,0,1,2,51,1,5,0.0
0,0,1,2,51,1,6,0.0
0,0,1,2,51,1,7,0.0
0,0,1,2,51,1,8,0.0
0,0,1,2,51,2,0,0.09803921568627451
0,0,1,2,51,2,1,0.0196078431372549
0,0,1,2,51,2,2,0.0196078431372549
0,0,1,2,51,2,3,0.0
0,0,1,2,51,2,4,0.0
0,0,1,2,51,2,5,0.0
0,0,1,2,51,2,6,0.0
0,0,1,2,51,2,7,0.0
0,0,1,2,51,2,8,0.0
0,0,1,2,51,3,0,0.0196078431372549
0,0,1,2,51,3,1,0.0196078431372549
0,0,1,2,51,3,2,0.0
0,0,1,2,51,3,3,0.0196078431372549
0,0,1,2,51,3,4,0.0
0,0,1,2,51,3,5,0.0
0,0,1,2,51,3,6,0.0
0,0,1,2,51,3,7,0.0
0,0,1,2,51,3,8,0.0
0,0,1,2,51,4,0,0.0
0,0,1,2,51,4,1,0.0
0,0,1,2,51,4,2,0.0
0,0,1,2,51,4,3,0.0
0,0,1,2,51,4,4,0.0
0,0,1,2,51,4,5,0.0
0,0,1,2,51,4,6,0.0
0,0,1,2,51,4,7,0.0
0,0,1,2,51,4,8,0.0
0,0,1,2,51,5,0,0.0
0,0,1,2,51,5,1,0.0
0,0,1,2,51,5,2,0.0
0,0,1,2,51,5,3,0.0
0,0,1,2,51,5,4,0.0
0,0,1,2,51,5,5,0.0
0,0,1,2,51,5,6,0.0
0,0,1,2,51,5,7,0.0
0,0,1,2,51,5,8,0.0
0,0,1,2,51,6,0,0.0
0,0,1,2,51,6,1,0.0
0,0,1,2,51,6,2,0.0
0,0,1,2,51,6,3,0.0
0,0,1,2,51,6,4,0.0
0,0,1,2,51,6,5,0.0
0,0,1,2,51,6,6,0.0
0,0,1,2,51,6,7,0.0
0,0,1,2,51,6,8,0.0
0,0,1,2,51,7,0,0.0
0,0,1,2,51,7,1,0.0
0,0,1,2,51,7,2,0.0
0,0,1,2,51,7,3,0.0
0,0,1,2,51,7,4,0.0
0,0,1,2,51,7,5,0.0
0,0,1,2,51,7,6,0.0
0,0,1,2,51,7,7,0.0
0,0,1,2,51,7,8,0.0
0,0,1,2,51,8,0,0.0
0,0,1,2,51,8,1,0.0
0,0,1,2,51,8,2,0.0
0,0,1,2,51,8,3,0.0
0,0,1,2,51,8,4,0.0
0,0,1,2,51,8,5,0.0
0,0,1,2,51,8,6,0.0
0,0,1,2,51,8,7,0.0
0,0,1,2,51,8,8,0.0
0,0,1,3,51,0,0,0.11764705882352941
0,0,1,3,51,0,1,0.11764705882352941
0,0,1,3,51,0,2,0.0784313725490196
0,0,1,3,51,0,3,0.0196078431372549
0,0,1,3,51,0,4,0.0
0,0,1,3,51,0,5,0.0196078431372549
0,0,1,3,51,0,6,0.0
0,0,1,3,51,0,7,0.0
0,0,1,3,51,0,8,0.0
0,0,1,3,51,1,0,0.17647058823529413
0,0,1,3,51,1,1,0.1568627450980392
0,0,1,3,51,1,2,0.058823529411764705
0,0,1,3,51,1,3,0.0392156862745098
0,0,1,3,51,1,4,0.0196078431372549
0,0,1,3,51,1,5,0.0
0,0,1,3,51,1,6,0.0
0,0,1,3,51,1,7,0.0
0,0,1,3,51,1,8,0.0
0,0,1,3,51,2,0,0.09803921568627451
0,0,1,3,51,2,1,0.0196078431372549
0,0,1,3,51,2,2,0.0196078431372549
0,0,1,3,51,2,3,0.0
0,0,1,3,51,2,4,0.0
0,0,1,3,51,2,5,0.0
0,0,1,3,51,2,6,0.0
0,0,1,3,51,2,7,0.0
0,0,1,3,51,2,8,0.0
0,0,1,3,51,3,0,0.0196078431372549
0,0,1,3,51,3,1,0.0196078431372549
0,0,1,3,51,3,2,0.0
0,0,1,3,51,3,3,0.0196078431372549
0,0,1,3,51,3,4,0.0
0,0,1,3,51,3,5,0.0
0,0,1,3,51,3,6,0.0
0,0,1,3,51,3,7,0.0
0,0,1,3,51,3,8,0.0
0,0,1,3,51,4,0,0.0
0,0,1,3,51,4,1,0.0
0,0,1,3,51,4,2,0.0
0,0,1,3,51,4,3,0.0
0,0,1,3,51,4,4,0.0
0,0,1,3,51,4,5,0.0
0,0,1,3,51,4,6,0.0
0,0,1,3,51,4,7,0.0
0,0,1,3,51,4,8,0.0
0,0,1,3,51,5,0,0.0
0,0,1,3,51,5,1,0.0
0,0,1,3,51,5,2,0.0
0,0,1,3,51,5,3,0.0
0,0,1,3,51,5,4,0.0
0,0,1,3,51,5,5,0.0
0,0,1,3,51,5,6,0.0
0,0,1,3,51,5,7,0.0
0,0,1,3,51,5,8,0.0
0,0,1,3,51,6,0,0.0
0,0,1,3,51,6,1,0.0
0,0,1,3,51,6,2,0.0
0,0,1,3,51,6,3,0.0
0,0,1,3,51,6,4,0.0
0,0,1,3,51,6,5,0.0
0,0,1,3,51,6,6,0.0
0,0,1,3,51,6,7,0.0
0,0,1,3,51,6,8,0.0
0,0,1,3,51,7,0,0.0
0,0,1,3,51,7,1,0.0
0,0,1,3,51,7,2,0.0
0,0,1,3,51,7,3,0.0
0,0,1,3,51,7,4,0.0
0,0,1,3,51,7,5,0.0
0,0,1,3,51,7,6,0.0
0,0,1,3,51,7,7,0.0
0,0,1,3,51,7,8,0.0
0,0,1,3,51,8,0,0.0
0,0,1,3,51,8,1,0.0
0,0,1,3,51,8,2,0.0
0,0,1,3,51,8,3,0.0
0,0,1,3,51,8,4,0.0
0,0,1,3,51,8,5,0.0
0,0,1,3,51,8,6,0.0
0,0,1,3,51,8,7,0.0
0,0,1,3,51,8,8,0.0
0,0,2,0,27,0,0,0.0
0,0,2,0,27,0,1,0.0
0,0,2,0,27,0,2,0.0
0,0,2,0,27,0,3,0.0
0,0,2,0,27,0,4,0.0
0,0,2,0,27,0,5,0.0
0,0,2,0,27,0,6,0.0
0,0,2,0,27,0,7,0.0
0,0,2,0,27,0,8,0.0
0,0,2,0,27,1,0,0.1111111111111111
0,0,2,0,27,1,1,0.14814814814814814
0,0,2,0,27,1,2,0.1111111111111111
0,0,2,0,27,1,3,0.0
0,0,2,0,27,1,4,0.037037037037037035
0,0,2,0,27,1,5,0.0
0,0,2,0,27,1,6,0.0
0,0,2,0,27,1,7,0.0
0,0,2,0,27,1,8,0.0
0,0,2,0,27,2,0,0.1111111111111111
0,0,2,0,27,2,1,0.07407407407407407
0,0,2,0,27,2,2,0.07407407407407407
0,0,2,0,27,2,3,0.07407407407407407
0,0,2,0,27,2,4,0.0
0,0,2,0,27,2,5,0.0
0,0,2,0,27,2,6,0.0
0,0,2,0,27,2,7,0.0
0,0,2,0,27,2,8,0.0
0,0,2,0,27,3,0,0.0
0,0,2,0,27,3,1,0.037037037037037035
0,0,2,0,27,3,2,0.18518518518518517
0,0,2,0,27,3,3,0.0
0,0,2,0,27,3,4,0.0
0,0,2,0,27,3,5,0.0
0,0,2,0,27,3,6,0.0
0,0,2,0,27,3,7,0.0
0,0,2,0,27,3,8,0.0
0,0,2,0,27,4,0,0.0
0,0,2,0,27,4,1,0.0
0,0,2,0,27,4,2,0.0
0,0,2,0,27,4,3,0.0
0,0,2,0,27,4,4,0.0
0,0,2,0,27,4,5,0.0
0,0,2,0,27,4,6,0.0
0,0,2,0,27,4,7,0.0
0,0,2,0,27,4,8,0.0
0,0,2,0,27,5,0,0.037037037037037035
0,0,2,0,27,5,1,0.0
0,0,2,0,27,5,2,0.0
0,0,2,0,27,5,3,0.0
0,0,2,0,27,5,4,0.0
0,0,2,0,27,5,5,0.0
0,0,2,0,27,5,6,0.0
0,0,2,0,27,5,7,0.0
0,0,2,0,27,5,8,0.0
0,0,2,0,27,6,0,0.0
0,0,2,0,27,6,1,0.0
0,0,2,0,27,6,2,0.0
0,0,2,0,27,6,3,0.0
0,0,2,0,27,6,4,0.0
0,0,2,0,27,6,5,0.0
0,0,2,0,27,6,6,0.0
0,0,2,0,27,6,7,0.0
0,0,2,0,27,6,8,0.0
0,0,2,0,27,7,0,0.0
0,0,2,0,27,7,1,0.0
0,0,2,0,27,7,2,0.0
0,0,2,0,27,7,3,0.0
0,0,2,0,27,7,4,0.0
0,0,2,0,27,7,5,0.0
0,0,2,0,27,7,6,0.0
0,0,2,0,27,7,7,0.0
0,0,2,0,27,7,8,0.0
0,0,2,0,27,8,0,0.0
0,0,2,0,27,8,1,0.0
0,0,2,0,27,8,2,0.0
0,0,2,0,27,8,3,0.0
0,0,2,0,27,8,4,0.0
0,0,2,0,27,8,5,0.0
0,0,2,0,27,8,6,0.0
0,0,2,0,27,8,7,0.0
0,0,2,0,27,8,8,0.0
0,0,2,1,31,0,0,0.16129032258064516
0,0,2,1,31,0,1,0.0
0,0,2,1,31,0,2,0.06451612903225806
0,0,2,1,31,0,3,0.0
0,0,2,1,31,0,4,0.03225806451612903
0,0,2,1,31,0,5,0.0
0,0,2,1,31,0,6,0.0
0,0,2,1,31,0,7,0.0
0,0,2,1,31,0,8,0.0
0,0,2,1,31,1,0,0.06451612903225806
